"participantnum","date","ms_condition","dv_order","prous1","prous2","prous3","prous4","prous5","antius1","antius2","antius3","antius4","antius5","cheerful","sad","active","angryatself","disgusted","calm","guilty","enthusiastic","attentive","afraid","joyful","downhearted","bashful","tired","nervous","sheepish","sluggish","amazed","lonely","distressed","daring","shaky","sleepy","blameworthy","surprised","happy","excited","determined","strong","timid","hostile","frightened","scornful","alone","proud","astonished","relaxed","alert","jittery","interested","irritable","upset","lively","loathing","delighted","angry","ashamed","confident","inspired","bold","atease","energetic","fearless","blue","scared","concentrating","disgustedwithself","shy","drowsy","dissatisfiedwithself","countryofbirth","race","americanid","msincomplete","expert","source","location","proauth_avg","antiauth_avg","pro_minus_anti" 
NA,NA,"tv",NA,7,7,7,7,7,1,1,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"uwmadison_inhouse","uwmadison",7,4.66666666666667,2.33333333333333
NA,NA,"tv",NA,3,2,3,3,2,6,7,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"uwmadison_inhouse","uwmadison",2.66666666666667,5.33333333333333,-2.66666666666667
NA,NA,"ms",NA,4,5,4,5,3,4,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"uwmadison_inhouse","uwmadison",4,4,0
NA,NA,"tv",NA,7,6,6,7,5,7,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"uwmadison_inhouse","uwmadison",6,5,1
NA,NA,"tv",NA,2,2,2,3,2,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"uwmadison_inhouse","uwmadison",2.33333333333333,7,-4.66666666666667
NA,NA,"ms",NA,2,2,2,1,1,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"uwmadison_inhouse","uwmadison",1.33333333333333,6,-4.66666666666667
NA,NA,"ms",NA,4,2,4,4,3,4,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"uwmadison_inhouse","uwmadison",3.66666666666667,3.66666666666667,0
NA,NA,"tv",NA,4,5,3,4,4,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"uwmadison_inhouse","uwmadison",3.66666666666667,4,-0.333333333333333
NA,NA,"ms",NA,NA,3,3,4,2,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"uwmadison_inhouse","uwmadison",3,5.66666666666667,-2.66666666666667
"22",NA,"ms","pro-first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",NA,NA,NA
"1",NA,"tv","pro-first",9,9,9,9,8,6,4,6,5,3,NA,NA,"1",NA,NA,NA,"2","2","2","1",NA,NA,NA,NA,"3",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"1","3","2",NA,"1",NA,NA,NA,"2",NA,NA,"3","3",NA,"3","1",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",8.66666666666667,4.66666666666667,4
"2",NA,"tv","pro-first",9,8,8,8,9,5,8,7,6,5,NA,NA,"2",NA,NA,NA,"1","3","4","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"2","4","1",NA,"1",NA,NA,NA,"3",NA,NA,"3","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",8.33333333333333,6,2.33333333333333
"3",NA,"tv","pro-first",7,6,5,6,6,7,7,7,7,6,NA,NA,"5",NA,NA,NA,"1","3","4","2",NA,NA,NA,NA,"2",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"3","4","3",NA,"1",NA,NA,NA,"3",NA,NA,"4","3",NA,"3","3",NA,NA,NA,NA,"2",NA,"4",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",5.66666666666667,6.66666666666667,-1
"4",NA,"ms","pro-first",8,6,5,8,6,4,5,5,2,5,NA,NA,"4",NA,NA,NA,"1","3","2","3",NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"2","2","3",NA,"2",NA,NA,NA,"3",NA,NA,"3","2",NA,"3","2",NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6.33333333333333,4,2.33333333333333
"5",NA,"ms","pro-first",8,7,6,5,4,5,6,6,4,5,NA,NA,"1",NA,NA,NA,"1","1","2","2",NA,NA,NA,NA,"3",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"1","2","2",NA,"1",NA,NA,NA,"3",NA,NA,"2","1",NA,"1","3",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",5,5,0
"6",NA,"ms","pro-first",8,8,6,6,7,2,6,5,2,2,NA,NA,"4",NA,NA,NA,"4","3","3","1",NA,NA,NA,NA,"4",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"3","4","4",NA,"1",NA,NA,NA,"3",NA,NA,"3","3",NA,"1","2",NA,NA,NA,NA,"4",NA,"4",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6.33333333333333,3,3.33333333333333
"7",NA,"ms","pro-first",8,9,9,7,6,5,6,6,6,7,NA,NA,"3",NA,NA,NA,"1","1","3","2",NA,NA,NA,NA,"2",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"1","4","4",NA,"1",NA,NA,NA,"4",NA,NA,"2","2",NA,"1","3",NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7.33333333333333,6.33333333333333,1
"8",NA,"ms","pro-first",7,5,6,9,6,1,3,4,2,3,NA,NA,"3",NA,NA,NA,"1","3","4","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"3","5","4",NA,"1",NA,NA,NA,"4",NA,NA,"4","2",NA,"2","1",NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7,3,4
"9",NA,"ms","pro-first",3,3,3,3,3,3,3,3,4,4,NA,NA,"1",NA,NA,NA,"3","1","3","5",NA,NA,NA,NA,"2",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"1","2","3",NA,"3",NA,NA,NA,"3",NA,NA,"3","3",NA,"1","2",NA,NA,NA,NA,"2",NA,"3",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",3,3.66666666666667,-0.666666666666667
"10",NA,"tv","pro-first",9,5,6,7,5,5,3,4,5,4,NA,NA,"1",NA,NA,NA,"2","3","2","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"4","3","2",NA,"1",NA,NA,NA,"2",NA,NA,"4","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6,4.33333333333333,1.66666666666667
"11",NA,"tv","pro-first",9,8,7,8,7,3,3,4,3,3,NA,NA,"3",NA,NA,NA,"1","4","4","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","3","2",NA,"1",NA,NA,NA,"3",NA,NA,"2","2",NA,"1","1",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7.33333333333333,3.33333333333333,4
"12",NA,"ms","pro-first",5,3,3,1,1,7,5,6,8,8,NA,NA,"3",NA,NA,NA,"1","1","3","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"1","3","3",NA,"2",NA,NA,NA,"1",NA,NA,"2","1",NA,"2","2",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",1.66666666666667,7.33333333333333,-5.66666666666667
"13",NA,"ms","pro-first",8,4,4,5,5,2,2,2,1,1,NA,NA,"3",NA,NA,NA,"1","2","3","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"2","4","3",NA,"2",NA,NA,NA,"2",NA,NA,"1","1",NA,"3","1",NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",4.66666666666667,1.33333333333333,3.33333333333333
"14",NA,"ms","pro-first",1,3,3,1,1,1,4,4,1,1,NA,NA,"2",NA,NA,NA,"1","1","4","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","4","3",NA,"1",NA,NA,NA,"3",NA,NA,"3","1",NA,"3","1",NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",1.66666666666667,2,-0.333333333333333
"15",NA,"tv","pro-first",8,5,5,8,8,9,9,8,8,8,NA,NA,"3",NA,NA,NA,"2","3","4","3",NA,NA,NA,NA,"3",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"2","4","3",NA,"1",NA,NA,NA,"4",NA,NA,"4","4",NA,"3","1",NA,NA,NA,NA,"3",NA,"5",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7,8,-1
"16",NA,"ms","pro-first",8,5,8,8,8,1,3,2,1,1,NA,NA,"5",NA,NA,NA,"1","2","2","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"2","5","5",NA,"1",NA,NA,NA,"2",NA,NA,"2","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",8,1.33333333333333,6.66666666666667
"48",NA,"ms","pro-first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",NA,NA,NA
"17",NA,"ms","pro-first",6,6,6,8,8,4,5,4,3,4,NA,NA,"2",NA,NA,NA,"1","1","2","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"1","1","1",NA,"1",NA,NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7.33333333333333,3.66666666666667,3.66666666666667
"18",NA,"ms","pro-first",8,8,8,9,9,2,3,3,2,2,NA,NA,"5",NA,NA,NA,"2","4","3","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"4","3","4",NA,"3",NA,NA,NA,"4",NA,NA,"3","2",NA,"2","3",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",8.66666666666667,2.33333333333333,6.33333333333333
"19",NA,"tv","pro-first",9,8,8,7,7,4,7,7,4,5,NA,NA,"3",NA,NA,NA,"1","2","3","1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"3","4","3",NA,"1",NA,NA,NA,"3",NA,NA,"2","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7.33333333333333,5.33333333333333,2
"20",NA,"tv","pro-first",5,5,5,5,5,5,4,5,4,5,NA,NA,"5",NA,NA,NA,"1","3","3","1",NA,NA,NA,NA,"3",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"3","3","4",NA,"1",NA,NA,NA,"3",NA,NA,"3","3",NA,"3","1",NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",5,4.66666666666667,0.333333333333333
"21",NA,"ms","pro-first",6,6,6,6,6,4,6,4,5,4,NA,NA,"5",NA,NA,NA,"1","4","4","2",NA,NA,NA,NA,"2",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"4","4","4",NA,"3",NA,NA,NA,"4",NA,NA,"4","2",NA,"4","2",NA,NA,NA,NA,"3",NA,"5",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6,4.33333333333333,1.66666666666667
"55",NA,"tv","pro-first",5,6,7,8,7,3,1,1,3,1,NA,NA,"1",NA,NA,NA,"1","2","3","1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","2","1",NA,"1",NA,NA,NA,"2",NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7.33333333333333,1.66666666666667,5.66666666666667
"23",NA,"tv","pro-first",4,4,3,1,1,7,7,7,7,7,NA,NA,"1",NA,NA,NA,"1","2","4","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","4","2",NA,"1",NA,NA,NA,"2",NA,NA,"4","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",1.66666666666667,7,-5.33333333333333
"24",NA,"ms","pro-first",6,7,7,8,6,6,7,7,6,6,NA,NA,"3",NA,NA,NA,"1","1","4","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","4","4",NA,"1",NA,NA,NA,"1",NA,NA,"4","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7,6.33333333333333,0.666666666666667
"25",NA,"ms","pro-first",9,9,9,8,7,9,9,9,8,8,NA,NA,"5",NA,NA,NA,"2","5","4","3",NA,NA,NA,NA,"3",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"5","4","3",NA,"1",NA,NA,NA,"4",NA,NA,"4","3",NA,"3","3",NA,NA,NA,NA,"2",NA,"4",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",8,8.33333333333333,-0.333333333333334
"26",NA,"ms","pro-first",8,7,7,7,8,4,3,3,3,4,NA,NA,"4",NA,NA,NA,"1","3","3","1",NA,NA,NA,NA,"3",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"4","3","4",NA,"1",NA,NA,NA,"3",NA,NA,"3","4",NA,"3","3",NA,NA,NA,NA,"2",NA,"3",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7.33333333333333,3.33333333333333,4
"27",NA,"ms","pro-first",8,8,8,8,6,6,6,6,6,6,NA,NA,"4",NA,NA,NA,"1","3","4","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"3","4","3",NA,"1",NA,NA,NA,"4",NA,NA,"3","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7.33333333333333,6,1.33333333333333
"28",NA,"ms","pro-first",5,3,3,3,5,7,5,5,7,6,NA,NA,"4",NA,NA,NA,"2","1","3","2",NA,NA,NA,NA,"3",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","5","2",NA,"2",NA,NA,NA,"2",NA,NA,"1","1",NA,"1","2",NA,NA,NA,NA,"2",NA,"3",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",3.66666666666667,6,-2.33333333333333
"29",NA,"tv","pro-first",5,7,5,7,7,5,7,6,5,5,NA,NA,"2",NA,NA,NA,"3","3","2","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","3","1",NA,"1",NA,NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6.33333333333333,5.33333333333333,1
"30",NA,"tv","pro-first",9,9,7,4,3,9,9,9,8,7,NA,NA,"3",NA,NA,NA,"2","1","2","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"3","4","3",NA,"1",NA,NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",4.66666666666667,8,-3.33333333333333
"31",NA,"ms","pro-first",5,4,4,2,2,1,1,1,1,1,NA,NA,"2",NA,NA,NA,"1","1","3","2",NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"2","3","3",NA,"1",NA,NA,NA,"3",NA,NA,"2","2",NA,"2","1",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",2.66666666666667,1,1.66666666666667
"32",NA,"ms","pro-first",5,6,6,6,6,5,5,5,5,5,NA,NA,"3",NA,NA,NA,"2","3","3","3",NA,NA,NA,NA,"3",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"4","3","3",NA,"3",NA,NA,NA,"3",NA,NA,"3","3",NA,"3","3",NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6,5,1
"33",NA,"tv","pro-first",7,5,4,6,6,3,6,5,4,5,NA,NA,"1",NA,NA,NA,"2","2","2","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"3","1","1",NA,"2",NA,NA,NA,"2",NA,NA,"1","3",NA,"2","1",NA,NA,NA,NA,"2",NA,"2",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",5.33333333333333,4.66666666666667,0.666666666666666
"34",NA,"ms","pro-first",8,8,8,6,5,8,8,8,8,8,NA,NA,"4",NA,NA,NA,"1","5","5","1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"4","4","4",NA,"1",NA,NA,NA,"4",NA,NA,"4","1",NA,"2","2",NA,NA,NA,NA,"1",NA,"5",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6.33333333333333,8,-1.66666666666667
"35",NA,"ms","pro-first",5,5,5,8,8,3,3,2,2,1,NA,NA,"4",NA,NA,NA,"1","3","3","1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"2","4","4",NA,"2",NA,NA,NA,"4",NA,NA,"2","1",NA,"3","2",NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",7,1.66666666666667,5.33333333333333
"36",NA,"tv","pro-first",5,6,5,7,6,5,4,4,6,6,NA,NA,"2",NA,NA,NA,"3","2","1","1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"2","3","2",NA,"1",NA,NA,NA,"1",NA,NA,"1","1",NA,"1","2",NA,NA,NA,NA,"2",NA,"1",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6,5.33333333333333,0.666666666666667
"37",NA,"tv","pro-first",8,5,7,9,8,4,6,7,2,3,NA,NA,"3",NA,NA,NA,"1","3","3","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"3","4","3",NA,"2",NA,NA,NA,"2",NA,NA,"4","2",NA,"1","1",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",8,4,4
"38",NA,"tv","pro-first",7,6,6,6,5,5,7,6,3,4,NA,NA,"3",NA,NA,NA,"1","4","3","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"4","4","4",NA,"1",NA,NA,NA,"4",NA,NA,"3","2",NA,"1","1",NA,NA,NA,NA,"2",NA,"4",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",5.66666666666667,4.33333333333333,1.33333333333333
"39",NA,"tv","pro-first",7,6,5,7,5,3,5,5,1,3,NA,NA,"2",NA,NA,NA,"1","4","4","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","3","3",NA,"1",NA,NA,NA,"2",NA,NA,"4","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",5.66666666666667,3,2.66666666666667
"69",NA,"ms","pro-first",6,6,6,7,7,3,5,4,3,4,NA,NA,"2",NA,NA,NA,"2","1","2","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"1","1","4",NA,"2",NA,NA,NA,"1",NA,NA,"2","2",NA,"2","1",NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6.66666666666667,3.66666666666667,3
"40",NA,"tv","pro-first",8,7,7,9,9,8,8,8,4,4,NA,NA,"5",NA,NA,NA,"1","4","5","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"4","5","5",NA,"1",NA,NA,NA,"4",NA,NA,"4","1",NA,"1","1",NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",8.33333333333333,5.33333333333333,3
"41",NA,"tv","pro-first",8,5,5,8,6,6,6,6,7,7,NA,NA,"2",NA,NA,NA,"2","3","3","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"3","3","3",NA,"1",NA,NA,NA,"3",NA,NA,"3","2",NA,"1","1",NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"kansas_inhouse","kansas",6.33333333333333,6.66666666666667,-0.333333333333334
